instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,year,month,day,hour_of_day,day_of_week,is_weekend,temp_actual,atemp_actual,hum_actual,windspeed_actual,weather_desc,season_desc,casual_ratio,time_category,season_weather,day_type,check_cnt
7476,2011-11-13,4,0,11,2,0,0,0,1,0.36,0.3636,0.57,0.1045,9,48,57,2011,11,13,2,6,1,8.919999999999998,7.9975999999999985,56.99999999999999,7.0015,Clear/Partly Cloudy,Winter,0.15789473684210525,Night (0-6),Winter - Clear/Partly Cloudy,Weekend,57
7477,2011-11-13,4,0,11,3,0,0,0,2,0.36,0.3485,0.62,0.1343,8,20,28,2011,11,13,3,6,1,8.919999999999998,7.000999999999998,62.0,8.9981,Misty/Cloudy,Winter,0.2857142857142857,Night (0-6),Winter - Misty/Cloudy,Weekend,28
7478,2011-11-13,4,0,11,4,0,0,0,2,0.36,0.3485,0.62,0.1343,1,5,6,2011,11,13,4,6,1,8.919999999999998,7.000999999999998,62.0,8.9981,Misty/Cloudy,Winter,0.16666666666666666,Night (0-6),Winter - Misty/Cloudy,Weekend,6
7479,2011-11-13,4,0,11,5,0,0,0,1,0.34,0.3333,0.61,0.1642,2,3,5,2011,11,13,5,6,1,7.98,5.997799999999998,61.0,11.0014,Clear/Partly Cloudy,Winter,0.4,Night (0-6),Winter - Clear/Partly Cloudy,Weekend,5
7480,2011-11-13,4,0,11,6,0,0,0,1,0.34,0.3333,0.66,0.1343,5,18,23,2011,11,13,6,6,1,7.98,5.997799999999998,66.0,8.9981,Clear/Partly Cloudy,Winter,0.21739130434782608,Night (0-6),Winter - Clear/Partly Cloudy,Weekend,23
7481,2011-11-13,4,0,11,7,0,0,0,1,0.34,0.3182,0.66,0.2239,13,30,43,2011,11,13,7,6,1,7.98,5.001199999999997,66.0,15.001299999999999,Clear/Partly Cloudy,Winter,0.3023255813953488,Morning (6-12),Winter - Clear/Partly Cloudy,Weekend,43
7482,2011-11-13,4,0,11,8,0,0,0,1,0.34,0.3485,0.66,0.0896,24,55,79,2011,11,13,8,6,1,7.98,7.000999999999998,66.0,6.0032,Clear/Partly Cloudy,Winter,0.3037974683544304,Morning (6-12),Winter - Clear/Partly Cloudy,Weekend,79
7483,2011-11-13,4,0,11,9,0,0,0,1,0.4,0.4091,0.54,0.2836,38,97,135,2011,11,13,9,6,1,10.8,11.000600000000002,54.0,19.0012,Clear/Partly Cloudy,Winter,0.2814814814814815,Morning (6-12),Winter - Clear/Partly Cloudy,Weekend,135
7484,2011-11-13,4,0,11,10,0,0,0,1,0.44,0.4394,0.44,0.3284,63,178,241,2011,11,13,10,6,1,12.68,13.000399999999999,44.0,22.0028,Clear/Partly Cloudy,Winter,0.26141078838174275,Morning (6-12),Winter - Clear/Partly Cloudy,Weekend,241
7485,2011-11-13,4,0,11,11,0,0,0,1,0.46,0.4545,0.4,0.4179,108,187,295,2011,11,13,11,6,1,13.620000000000001,13.997,40.0,27.999299999999998,Clear/Partly Cloudy,Winter,0.36610169491525424,Morning (6-12),Winter - Clear/Partly Cloudy,Weekend,295
7486,2011-11-13,4,0,11,12,0,0,0,2,0.52,0.5,0.29,0.4179,112,242,354,2011,11,13,12,6,1,16.44,17.0,28.999999999999996,27.999299999999998,Misty/Cloudy,Winter,0.3163841807909605,Morning (6-12),Winter - Misty/Cloudy,Weekend,354
7487,2011-11-13,4,0,11,13,0,0,0,2,0.52,0.5,0.29,0.4179,105,234,339,2011,11,13,13,6,1,16.44,17.0,28.999999999999996,27.999299999999998,Misty/Cloudy,Winter,0.30973451327433627,Afternoon (12-18),Winter - Misty/Cloudy,Weekend,339
7488,2011-11-13,4,0,11,14,0,0,0,2,0.54,0.5152,0.28,0.4775,108,263,371,2011,11,13,14,6,1,17.380000000000003,18.0032,28.000000000000004,32.9975,Misty/Cloudy,Winter,0.29110512129380056,Afternoon (12-18),Winter - Misty/Cloudy,Weekend,371
7489,2011-11-13,4,0,11,15,0,0,0,2,0.5,0.4848,0.42,0.3284,89,221,310,2011,11,13,15,6,1,15.5,15.9968,42.0,22.0028,Misty/Cloudy,Winter,0.2870967741935484,Afternoon (12-18),Winter - Misty/Cloudy,Weekend,310
7490,2011-11-13,4,0,11,16,0,0,0,2,0.54,0.5152,0.28,0.3881,93,226,319,2011,11,13,16,6,1,17.380000000000003,18.0032,28.000000000000004,26.0027,Misty/Cloudy,Winter,0.29153605015673983,Afternoon (12-18),Winter - Misty/Cloudy,Weekend,319
7491,2011-11-13,4,0,11,17,0,0,0,1,0.52,0.5,0.27,0.3284,44,187,231,2011,11,13,17,6,1,16.44,17.0,27.0,22.0028,Clear/Partly Cloudy,Winter,0.19047619047619047,Afternoon (12-18),Winter - Clear/Partly Cloudy,Weekend,231
7492,2011-11-13,4,0,11,18,0,0,0,1,0.52,0.5,0.27,0.3284,35,155,190,2011,11,13,18,6,1,16.44,17.0,27.0,22.0028,Clear/Partly Cloudy,Winter,0.18421052631578946,Afternoon (12-18),Winter - Clear/Partly Cloudy,Weekend,190
7493,2011-11-13,4,0,11,19,0,0,0,1,0.5,0.4848,0.29,0.3582,36,121,157,2011,11,13,19,6,1,15.5,15.9968,28.999999999999996,23.9994,Clear/Partly Cloudy,Winter,0.22929936305732485,Evening (18-24),Winter - Clear/Partly Cloudy,Weekend,157
7494,2011-11-13,4,0,11,20,0,0,0,1,0.5,0.4848,0.31,0.3582,24,115,139,2011,11,13,20,6,1,15.5,15.9968,31.0,23.9994,Clear/Partly Cloudy,Winter,0.17266187050359713,Evening (18-24),Winter - Clear/Partly Cloudy,Weekend,139
7495,2011-11-13,4,0,11,21,0,0,0,1,0.48,0.4697,0.36,0.2537,19,76,95,2011,11,13,21,6,1,14.559999999999999,15.0002,36.0,16.997899999999998,Clear/Partly Cloudy,Winter,0.2,Evening (18-24),Winter - Clear/Partly Cloudy,Weekend,95
7496,2011-11-13,4,0,11,22,0,0,0,1,0.48,0.4697,0.41,0.3881,25,64,89,2011,11,13,22,6,1,14.559999999999999,15.0002,41.0,26.0027,Clear/Partly Cloudy,Winter,0.2808988764044944,Evening (18-24),Winter - Clear/Partly Cloudy,Weekend,89
7497,2011-11-13,4,0,11,23,0,0,0,1,0.46,0.4545,0.51,0.2985,18,49,67,2011,11,13,23,6,1,13.620000000000001,13.997,51.0,19.999499999999998,Clear/Partly Cloudy,Winter,0.26865671641791045,Evening (18-24),Winter - Clear/Partly Cloudy,Weekend,67
7498,2011-11-14,4,0,11,0,0,1,1,1,0.46,0.4545,0.59,0.2836,8,22,30,2011,11,14,0,0,0,13.620000000000001,13.997,59.0,19.0012,Clear/Partly Cloudy,Winter,0.26666666666666666,Night (0-6),Winter - Clear/Partly Cloudy,Regular Working Day,30
7499,2011-11-14,4,0,11,1,0,1,1,1,0.46,0.4545,0.63,0.2985,5,6,11,2011,11,14,1,0,0,13.620000000000001,13.997,63.0,19.999499999999998,Clear/Partly Cloudy,Winter,0.45454545454545453,Night (0-6),Winter - Clear/Partly Cloudy,Regular Working Day,11
7500,2011-11-14,4,0,11,2,0,1,1,1,0.46,0.4545,0.63,0.3582,7,10,17,2011,11,14,2,0,0,13.620000000000001,13.997,63.0,23.9994,Clear/Partly Cloudy,Winter,0.4117647058823529,Night (0-6),Winter - Clear/Partly Cloudy,Regular Working Day,17
7501,2011-11-14,4,0,11,3,0,1,1,1,0.44,0.4394,0.67,0.2836,4,3,7,2011,11,14,3,0,0,12.68,13.000399999999999,67.0,19.0012,Clear/Partly Cloudy,Winter,0.5714285714285714,Night (0-6),Winter - Clear/Partly Cloudy,Regular Working Day,7
7502,2011-11-14,4,0,11,4,0,1,1,1,0.44,0.4394,0.67,0.2239,0,5,5,2011,11,14,4,0,0,12.68,13.000399999999999,67.0,15.001299999999999,Clear/Partly Cloudy,Winter,0.0,Night (0-6),Winter - Clear/Partly Cloudy,Regular Working Day,5
7503,2011-11-14,4,0,11,5,0,1,1,2,0.44,0.4394,0.67,0.2537,0,19,19,2011,11,14,5,0,0,12.68,13.000399999999999,67.0,16.997899999999998,Misty/Cloudy,Winter,0.0,Night (0-6),Winter - Misty/Cloudy,Regular Working Day,19
7504,2011-11-14,4,0,11,6,0,1,1,2,0.44,0.4394,0.72,0.2239,10,104,114,2011,11,14,6,0,0,12.68,13.000399999999999,72.0,15.001299999999999,Misty/Cloudy,Winter,0.08771929824561403,Night (0-6),Winter - Misty/Cloudy,Regular Working Day,114
7505,2011-11-14,4,0,11,7,0,1,1,1,0.44,0.4394,0.72,0.2537,11,311,322,2011,11,14,7,0,0,12.68,13.000399999999999,72.0,16.997899999999998,Clear/Partly Cloudy,Winter,0.034161490683229816,Morning (6-12),Winter - Clear/Partly Cloudy,Regular Working Day,322
7506,2011-11-14,4,0,11,8,0,1,1,2,0.46,0.4545,0.67,0.194,27,425,452,2011,11,14,8,0,0,13.620000000000001,13.997,67.0,12.998000000000001,Misty/Cloudy,Winter,0.059734513274336286,Morning (6-12),Winter - Misty/Cloudy,Regular Working Day,452
7507,2011-11-14,4,0,11,9,0,1,1,2,0.48,0.4697,0.67,0.3284,29,204,233,2011,11,14,9,0,0,14.559999999999999,15.0002,67.0,22.0028,Misty/Cloudy,Winter,0.12446351931330472,Morning (6-12),Winter - Misty/Cloudy,Regular Working Day,233
7508,2011-11-14,4,0,11,10,0,1,1,2,0.5,0.4848,0.63,0.2836,26,85,111,2011,11,14,10,0,0,15.5,15.9968,63.0,19.0012,Misty/Cloudy,Winter,0.23423423423423423,Morning (6-12),Winter - Misty/Cloudy,Regular Working Day,111
7509,2011-11-14,4,0,11,11,0,1,1,2,0.54,0.5152,0.6,0.2836,22,106,128,2011,11,14,11,0,0,17.380000000000003,18.0032,60.0,19.0012,Misty/Cloudy,Winter,0.171875,Morning (6-12),Winter - Misty/Cloudy,Regular Working Day,128
7510,2011-11-14,4,0,11,12,0,1,1,1,0.56,0.5303,0.56,0.2985,36,166,202,2011,11,14,12,0,0,18.320000000000004,18.9998,56.00000000000001,19.999499999999998,Clear/Partly Cloudy,Winter,0.1782178217821782,Morning (6-12),Winter - Clear/Partly Cloudy,Regular Working Day,202
7511,2011-11-14,4,0,11,13,0,1,1,1,0.6,0.6212,0.49,0.3881,50,153,203,2011,11,14,13,0,0,20.2,24.999200000000002,49.0,26.0027,Clear/Partly Cloudy,Winter,0.24630541871921183,Afternoon (12-18),Winter - Clear/Partly Cloudy,Regular Working Day,203
7512,2011-11-14,4,0,11,14,0,1,1,1,0.62,0.6212,0.46,0.4478,47,138,185,2011,11,14,14,0,0,21.14,24.999200000000002,46.0,30.002599999999997,Clear/Partly Cloudy,Winter,0.25405405405405407,Afternoon (12-18),Winter - Clear/Partly Cloudy,Regular Working Day,185
7513,2011-11-14,4,0,11,15,0,1,1,1,0.64,0.6212,0.44,0.3284,53,142,195,2011,11,14,15,0,0,22.080000000000002,24.999200000000002,44.0,22.0028,Clear/Partly Cloudy,Winter,0.2717948717948718,Afternoon (12-18),Winter - Clear/Partly Cloudy,Regular Working Day,195
7514,2011-11-14,4,0,11,16,0,1,1,1,0.62,0.6212,0.46,0.4179,51,264,315,2011,11,14,16,0,0,21.14,24.999200000000002,46.0,27.999299999999998,Clear/Partly Cloudy,Winter,0.1619047619047619,Afternoon (12-18),Winter - Clear/Partly Cloudy,Regular Working Day,315
7515,2011-11-14,4,0,11,17,0,1,1,1,0.62,0.6212,0.46,0.2537,55,464,519,2011,11,14,17,0,0,21.14,24.999200000000002,46.0,16.997899999999998,Clear/Partly Cloudy,Winter,0.10597302504816955,Afternoon (12-18),Winter - Clear/Partly Cloudy,Regular Working Day,519
7516,2011-11-14,4,0,11,18,0,1,1,1,0.56,0.5303,0.56,0.2836,29,460,489,2011,11,14,18,0,0,18.320000000000004,18.9998,56.00000000000001,19.0012,Clear/Partly Cloudy,Winter,0.05930470347648262,Afternoon (12-18),Winter - Clear/Partly Cloudy,Regular Working Day,489
7517,2011-11-14,4,0,11,19,0,1,1,1,0.6,0.6212,0.53,0.2985,28,274,302,2011,11,14,19,0,0,20.2,24.999200000000002,53.0,19.999499999999998,Clear/Partly Cloudy,Winter,0.09271523178807947,Evening (18-24),Winter - Clear/Partly Cloudy,Regular Working Day,302
7518,2011-11-14,4,0,11,20,0,1,1,1,0.6,0.6212,0.53,0.3582,30,210,240,2011,11,14,20,0,0,20.2,24.999200000000002,53.0,23.9994,Clear/Partly Cloudy,Winter,0.125,Evening (18-24),Winter - Clear/Partly Cloudy,Regular Working Day,240
7519,2011-11-14,4,0,11,21,0,1,1,1,0.6,0.6212,0.53,0.3582,37,176,213,2011,11,14,21,0,0,20.2,24.999200000000002,53.0,23.9994,Clear/Partly Cloudy,Winter,0.17370892018779344,Evening (18-24),Winter - Clear/Partly Cloudy,Regular Working Day,213
7520,2011-11-14,4,0,11,22,0,1,1,1,0.58,0.5455,0.56,0.3582,17,96,113,2011,11,14,22,0,0,19.259999999999998,20.003,56.00000000000001,23.9994,Clear/Partly Cloudy,Winter,0.1504424778761062,Evening (18-24),Winter - Clear/Partly Cloudy,Regular Working Day,113
7521,2011-11-14,4,0,11,23,0,1,1,1,0.56,0.5303,0.64,0.2985,13,48,61,2011,11,14,23,0,0,18.320000000000004,18.9998,64.0,19.999499999999998,Clear/Partly Cloudy,Winter,0.21311475409836064,Evening (18-24),Winter - Clear/Partly Cloudy,Regular Working Day,61
7522,2011-11-15,4,0,11,0,0,2,1,1,0.56,0.5303,0.64,0.3582,7,15,22,2011,11,15,0,1,0,18.320000000000004,18.9998,64.0,23.9994,Clear/Partly Cloudy,Winter,0.3181818181818182,Night (0-6),Winter - Clear/Partly Cloudy,Regular Working Day,22
7523,2011-11-15,4,0,11,1,0,2,1,1,0.56,0.5303,0.6,0.2985,5,5,10,2011,11,15,1,1,0,18.320000000000004,18.9998,60.0,19.999499999999998,Clear/Partly Cloudy,Winter,0.5,Night (0-6),Winter - Clear/Partly Cloudy,Regular Working Day,10
7524,2011-11-15,4,0,11,2,0,2,1,1,0.56,0.5303,0.64,0.2537,7,8,15,2011,11,15,2,1,0,18.320000000000004,18.9998,64.0,16.997899999999998,Clear/Partly Cloudy,Winter,0.4666666666666667,Night (0-6),Winter - Clear/Partly Cloudy,Regular Working Day,15
7525,2011-11-15,4,0,11,3,0,2,1,2,0.54,0.5152,0.68,0.3284,0,4,4,2011,11,15,3,1,0,17.380000000000003,18.0032,68.0,22.0028,Misty/Cloudy,Winter,0.0,Night (0-6),Winter - Misty/Cloudy,Regular Working Day,4
7526,2011-11-15,4,0,11,4,0,2,1,1,0.56,0.5303,0.64,0.2985,1,6,7,2011,11,15,4,1,0,18.320000000000004,18.9998,64.0,19.999499999999998,Clear/Partly Cloudy,Winter,0.14285714285714285,Night (0-6),Winter - Clear/Partly Cloudy,Regular Working Day,7
7527,2011-11-15,4,0,11,5,0,2,1,1,0.54,0.5152,0.68,0.2836,2,26,28,2011,11,15,5,1,0,17.380000000000003,18.0032,68.0,19.0012,Clear/Partly Cloudy,Winter,0.07142857142857142,Night (0-6),Winter - Clear/Partly Cloudy,Regular Working Day,28
7528,2011-11-15,4,0,11,6,0,2,1,2,0.56,0.5303,0.64,0.0896,4,104,108,2011,11,15,6,1,0,18.320000000000004,18.9998,64.0,6.0032,Misty/Cloudy,Winter,0.037037037037037035,Night (0-6),Winter - Misty/Cloudy,Regular Working Day,108
7529,2011-11-15,4,0,11,7,0,2,1,2,0.54,0.5152,0.68,0.1642,21,298,319,2011,11,15,7,1,0,17.380000000000003,18.0032,68.0,11.0014,Misty/Cloudy,Winter,0.06583072100313479,Morning (6-12),Winter - Misty/Cloudy,Regular Working Day,319
7530,2011-11-15,4,0,11,8,0,2,1,2,0.54,0.5152,0.68,0.1045,27,453,480,2011,11,15,8,1,0,17.380000000000003,18.0032,68.0,7.0015,Misty/Cloudy,Winter,0.05625,Morning (6-12),Winter - Misty/Cloudy,Regular Working Day,480
7531,2011-11-15,4,0,11,9,0,2,1,2,0.56,0.5303,0.64,0.0896,26,174,200,2011,11,15,9,1,0,18.320000000000004,18.9998,64.0,6.0032,Misty/Cloudy,Winter,0.13,Morning (6-12),Winter - Misty/Cloudy,Regular Working Day,200
7532,2011-11-15,4,0,11,10,0,2,1,2,0.56,0.5303,0.64,0.2836,23,115,138,2011,11,15,10,1,0,18.320000000000004,18.9998,64.0,19.0012,Misty/Cloudy,Winter,0.16666666666666666,Morning (6-12),Winter - Misty/Cloudy,Regular Working Day,138
7533,2011-11-15,4,0,11,11,0,2,1,2,0.56,0.5303,0.64,0.194,18,116,134,2011,11,15,11,1,0,18.320000000000004,18.9998,64.0,12.998000000000001,Misty/Cloudy,Winter,0.13432835820895522,Morning (6-12),Winter - Misty/Cloudy,Regular Working Day,134
7534,2011-11-15,4,0,11,12,0,2,1,2,0.54,0.5152,0.68,0.0,28,148,176,2011,11,15,12,1,0,17.380000000000003,18.0032,68.0,0.0,Misty/Cloudy,Winter,0.1590909090909091,Morning (6-12),Winter - Misty/Cloudy,Regular Working Day,176
7535,2011-11-15,4,0,11,13,0,2,1,3,0.54,0.5152,0.6,0.2239,21,132,153,2011,11,15,13,1,0,17.380000000000003,18.0032,60.0,15.001299999999999,Light Rain/Snow,Winter,0.13725490196078433,Afternoon (12-18),Winter - Light Rain/Snow,Regular Working Day,153
7536,2011-11-15,4,0,11,14,0,2,1,2,0.54,0.5152,0.6,0.2836,27,120,147,2011,11,15,14,1,0,17.380000000000003,18.0032,60.0,19.0012,Misty/Cloudy,Winter,0.1836734693877551,Afternoon (12-18),Winter - Misty/Cloudy,Regular Working Day,147
7537,2011-11-15,4,0,11,15,0,2,1,2,0.54,0.5152,0.6,0.1343,36,155,191,2011,11,15,15,1,0,17.380000000000003,18.0032,60.0,8.9981,Misty/Cloudy,Winter,0.18848167539267016,Afternoon (12-18),Winter - Misty/Cloudy,Regular Working Day,191
7538,2011-11-15,4,0,11,16,0,2,1,2,0.52,0.5,0.68,0.1343,31,240,271,2011,11,15,16,1,0,16.44,17.0,68.0,8.9981,Misty/Cloudy,Winter,0.11439114391143912,Afternoon (12-18),Winter - Misty/Cloudy,Regular Working Day,271
7539,2011-11-15,4,0,11,17,0,2,1,2,0.5,0.4848,0.72,0.194,29,422,451,2011,11,15,17,1,0,15.5,15.9968,72.0,12.998000000000001,Misty/Cloudy,Winter,0.06430155210643015,Afternoon (12-18),Winter - Misty/Cloudy,Regular Working Day,451
7540,2011-11-15,4,0,11,18,0,2,1,2,0.5,0.4848,0.72,0.2836,27,414,441,2011,11,15,18,1,0,15.5,15.9968,72.0,19.0012,Misty/Cloudy,Winter,0.061224489795918366,Afternoon (12-18),Winter - Misty/Cloudy,Regular Working Day,441
7541,2011-11-15,4,0,11,19,0,2,1,2,0.5,0.4848,0.72,0.3582,27,259,286,2011,11,15,19,1,0,15.5,15.9968,72.0,23.9994,Misty/Cloudy,Winter,0.0944055944055944,Evening (18-24),Winter - Misty/Cloudy,Regular Working Day,286
7542,2011-11-15,4,0,11,20,0,2,1,2,0.48,0.4697,0.82,0.1343,26,212,238,2011,11,15,20,1,0,14.559999999999999,15.0002,82.0,8.9981,Misty/Cloudy,Winter,0.1092436974789916,Evening (18-24),Winter - Misty/Cloudy,Regular Working Day,238
7543,2011-11-15,4,0,11,21,0,2,1,2,0.5,0.4848,0.77,0.0896,23,145,168,2011,11,15,21,1,0,15.5,15.9968,77.0,6.0032,Misty/Cloudy,Winter,0.13690476190476192,Evening (18-24),Winter - Misty/Cloudy,Regular Working Day,168
7544,2011-11-15,4,0,11,22,0,2,1,2,0.46,0.4545,0.88,0.1045,19,109,128,2011,11,15,22,1,0,13.620000000000001,13.997,88.0,7.0015,Misty/Cloudy,Winter,0.1484375,Evening (18-24),Winter - Misty/Cloudy,Regular Working Day,128
7545,2011-11-15,4,0,11,23,0,2,1,2,0.46,0.4545,0.94,0.1045,14,66,80,2011,11,15,23,1,0,13.620000000000001,13.997,94.0,7.0015,Misty/Cloudy,Winter,0.175,Evening (18-24),Winter - Misty/Cloudy,Regular Working Day,80
7546,2011-11-16,4,0,11,0,0,3,1,2,0.46,0.4545,0.94,0.0,5,26,31,2011,11,16,0,2,0,13.620000000000001,13.997,94.0,0.0,Misty/Cloudy,Winter,0.16129032258064516,Night (0-6),Winter - Misty/Cloudy,Regular Working Day,31
7547,2011-11-16,4,0,11,1,0,3,1,3,0.46,0.4545,0.94,0.0896,0,5,5,2011,11,16,1,2,0,13.620000000000001,13.997,94.0,6.0032,Light Rain/Snow,Winter,0.0,Night (0-6),Winter - Light Rain/Snow,Regular Working Day,5
7548,2011-11-16,4,0,11,2,0,3,1,2,0.46,0.4545,0.94,0.1045,4,6,10,2011,11,16,2,2,0,13.620000000000001,13.997,94.0,7.0015,Misty/Cloudy,Winter,0.4,Night (0-6),Winter - Misty/Cloudy,Regular Working Day,10
7549,2011-11-16,4,0,11,3,0,3,1,2,0.46,0.4545,0.94,0.1045,2,3,5,2011,11,16,3,2,0,13.620000000000001,13.997,94.0,7.0015,Misty/Cloudy,Winter,0.4,Night (0-6),Winter - Misty/Cloudy,Regular Working Day,5
7550,2011-11-16,4,0,11,4,0,3,1,2,0.44,0.4394,1.0,0.2239,1,3,4,2011,11,16,4,2,0,12.68,13.000399999999999,100.0,15.001299999999999,Misty/Cloudy,Winter,0.25,Night (0-6),Winter - Misty/Cloudy,Regular Working Day,4
7551,2011-11-16,4,0,11,5,0,3,1,3,0.46,0.4545,0.94,0.1045,0,13,13,2011,11,16,5,2,0,13.620000000000001,13.997,94.0,7.0015,Light Rain/Snow,Winter,0.0,Night (0-6),Winter - Light Rain/Snow,Regular Working Day,13
7552,2011-11-16,4,0,11,6,0,3,1,2,0.46,0.4545,0.94,0.0896,4,52,56,2011,11,16,6,2,0,13.620000000000001,13.997,94.0,6.0032,Misty/Cloudy,Winter,0.07142857142857142,Night (0-6),Winter - Misty/Cloudy,Regular Working Day,56
7553,2011-11-16,4,0,11,7,0,3,1,3,0.46,0.4545,0.94,0.0,7,130,137,2011,11,16,7,2,0,13.620000000000001,13.997,94.0,0.0,Light Rain/Snow,Winter,0.051094890510948905,Morning (6-12),Winter - Light Rain/Snow,Regular Working Day,137
7554,2011-11-16,4,0,11,8,0,3,1,3,0.46,0.4545,0.94,0.0,9,223,232,2011,11,16,8,2,0,13.620000000000001,13.997,94.0,0.0,Light Rain/Snow,Winter,0.03879310344827586,Morning (6-12),Winter - Light Rain/Snow,Regular Working Day,232
7555,2011-11-16,4,0,11,9,0,3,1,3,0.46,0.4545,0.94,0.0,5,77,82,2011,11,16,9,2,0,13.620000000000001,13.997,94.0,0.0,Light Rain/Snow,Winter,0.06097560975609756,Morning (6-12),Winter - Light Rain/Snow,Regular Working Day,82
7556,2011-11-16,4,0,11,10,0,3,1,3,0.46,0.4545,0.94,0.0,4,32,36,2011,11,16,10,2,0,13.620000000000001,13.997,94.0,0.0,Light Rain/Snow,Winter,0.1111111111111111,Morning (6-12),Winter - Light Rain/Snow,Regular Working Day,36
7557,2011-11-16,4,0,11,11,0,3,1,3,0.46,0.4545,0.94,0.0896,7,53,60,2011,11,16,11,2,0,13.620000000000001,13.997,94.0,6.0032,Light Rain/Snow,Winter,0.11666666666666667,Morning (6-12),Winter - Light Rain/Snow,Regular Working Day,60
7558,2011-11-16,4,0,11,12,0,3,1,3,0.46,0.4545,1.0,0.0,5,49,54,2011,11,16,12,2,0,13.620000000000001,13.997,100.0,0.0,Light Rain/Snow,Winter,0.09259259259259259,Morning (6-12),Winter - Light Rain/Snow,Regular Working Day,54
7559,2011-11-16,4,0,11,13,0,3,1,3,0.46,0.4545,0.94,0.1343,6,52,58,2011,11,16,13,2,0,13.620000000000001,13.997,94.0,8.9981,Light Rain/Snow,Winter,0.10344827586206896,Afternoon (12-18),Winter - Light Rain/Snow,Regular Working Day,58
7560,2011-11-16,4,0,11,14,0,3,1,2,0.46,0.4545,1.0,0.1343,12,49,61,2011,11,16,14,2,0,13.620000000000001,13.997,100.0,8.9981,Misty/Cloudy,Winter,0.19672131147540983,Afternoon (12-18),Winter - Misty/Cloudy,Regular Working Day,61
7561,2011-11-16,4,0,11,15,0,3,1,3,0.48,0.4697,0.94,0.1045,16,50,66,2011,11,16,15,2,0,14.559999999999999,15.0002,94.0,7.0015,Light Rain/Snow,Winter,0.24242424242424243,Afternoon (12-18),Winter - Light Rain/Snow,Regular Working Day,66
7562,2011-11-16,4,0,11,16,0,3,1,3,0.48,0.4697,0.94,0.1045,13,110,123,2011,11,16,16,2,0,14.559999999999999,15.0002,94.0,7.0015,Light Rain/Snow,Winter,0.10569105691056911,Afternoon (12-18),Winter - Light Rain/Snow,Regular Working Day,123
7563,2011-11-16,4,0,11,17,0,3,1,2,0.48,0.4697,0.88,0.194,17,216,233,2011,11,16,17,2,0,14.559999999999999,15.0002,88.0,12.998000000000001,Misty/Cloudy,Winter,0.07296137339055794,Afternoon (12-18),Winter - Misty/Cloudy,Regular Working Day,233
7564,2011-11-16,4,0,11,18,0,3,1,3,0.46,0.4545,0.88,0.3881,13,176,189,2011,11,16,18,2,0,13.620000000000001,13.997,88.0,26.0027,Light Rain/Snow,Winter,0.06878306878306878,Afternoon (12-18),Winter - Light Rain/Snow,Regular Working Day,189
7565,2011-11-16,4,0,11,19,0,3,1,3,0.46,0.4545,0.88,0.3881,3,108,111,2011,11,16,19,2,0,13.620000000000001,13.997,88.0,26.0027,Light Rain/Snow,Winter,0.02702702702702703,Evening (18-24),Winter - Light Rain/Snow,Regular Working Day,111
7566,2011-11-16,4,0,11,20,0,3,1,3,0.44,0.4394,0.88,0.3881,5,94,99,2011,11,16,20,2,0,12.68,13.000399999999999,88.0,26.0027,Light Rain/Snow,Winter,0.050505050505050504,Evening (18-24),Winter - Light Rain/Snow,Regular Working Day,99
7567,2011-11-16,4,0,11,21,0,3,1,3,0.44,0.4394,0.88,0.2836,3,72,75,2011,11,16,21,2,0,12.68,13.000399999999999,88.0,19.0012,Light Rain/Snow,Winter,0.04,Evening (18-24),Winter - Light Rain/Snow,Regular Working Day,75
7568,2011-11-16,4,0,11,22,0,3,1,3,0.42,0.4242,0.88,0.2239,1,45,46,2011,11,16,22,2,0,11.739999999999998,11.997200000000003,88.0,15.001299999999999,Light Rain/Snow,Winter,0.021739130434782608,Evening (18-24),Winter - Light Rain/Snow,Regular Working Day,46
7569,2011-11-16,4,0,11,23,0,3,1,3,0.42,0.4242,0.88,0.1343,3,28,31,2011,11,16,23,2,0,11.739999999999998,11.997200000000003,88.0,8.9981,Light Rain/Snow,Winter,0.0967741935483871,Evening (18-24),Winter - Light Rain/Snow,Regular Working Day,31
7570,2011-11-17,4,0,11,0,0,4,1,2,0.42,0.4242,0.88,0.2537,2,22,24,2011,11,17,0,3,0,11.739999999999998,11.997200000000003,88.0,16.997899999999998,Misty/Cloudy,Winter,0.08333333333333333,Night (0-6),Winter - Misty/Cloudy,Regular Working Day,24
7571,2011-11-17,4,0,11,1,0,4,1,2,0.42,0.4242,0.82,0.1642,0,5,5,2011,11,17,1,3,0,11.739999999999998,11.997200000000003,82.0,11.0014,Misty/Cloudy,Winter,0.0,Night (0-6),Winter - Misty/Cloudy,Regular Working Day,5
7572,2011-11-17,4,0,11,2,0,4,1,2,0.42,0.4242,0.82,0.2239,0,5,5,2011,11,17,2,3,0,11.739999999999998,11.997200000000003,82.0,15.001299999999999,Misty/Cloudy,Winter,0.0,Night (0-6),Winter - Misty/Cloudy,Regular Working Day,5
7573,2011-11-17,4,0,11,3,0,4,1,2,0.42,0.4242,0.77,0.3284,0,3,3,2011,11,17,3,3,0,11.739999999999998,11.997200000000003,77.0,22.0028,Misty/Cloudy,Winter,0.0,Night (0-6),Winter - Misty/Cloudy,Regular Working Day,3
