instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,year,month,day,day_of_week,is_weekend,temp_actual,atemp_actual,hum_actual,windspeed_actual,weather_desc,season_desc,casual_ratio,season_weather,day_type,check_cnt
200,2011-07-19,3,0,7,0,2,1,1,0.776667,0.747479,0.650417,0.1306,752,3789,4541,2011,7,19,1,0,28.503349,33.333614,65.0417,8.7502,Clear/Partly Cloudy,Fall,0.16560229024443954,Fall - Clear/Partly Cloudy,Regular Working Day,4541
201,2011-07-20,3,0,7,0,3,1,1,0.768333,0.74685,0.707083,0.113817,644,3688,4332,2011,7,20,2,0,28.111651000000002,33.2921,70.70830000000001,7.625739,Clear/Partly Cloudy,Fall,0.14866112650046168,Fall - Clear/Partly Cloudy,Regular Working Day,4332
202,2011-07-21,3,0,7,0,4,1,2,0.815,0.826371,0.69125,0.222021,632,3152,3784,2011,7,21,3,0,30.305,38.540486,69.125,14.875407,Misty/Cloudy,Fall,0.16701902748414377,Fall - Misty/Cloudy,Regular Working Day,3784
203,2011-07-22,3,0,7,0,5,1,1,0.848333,0.840896,0.580417,0.1331,562,2825,3387,2011,7,22,4,0,31.871651,39.499136,58.0417,8.9177,Clear/Partly Cloudy,Fall,0.16592855033953352,Fall - Clear/Partly Cloudy,Regular Working Day,3387
204,2011-07-23,3,0,7,0,6,0,1,0.849167,0.804287,0.5,0.131221,987,2298,3285,2011,7,23,5,1,31.910849,37.082941999999996,50.0,8.791807,Clear/Partly Cloudy,Fall,0.3004566210045662,Fall - Clear/Partly Cloudy,Weekend,3285
205,2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,2011,7,24,6,1,31.009999999999998,36.458714,55.0833,11.334456999999999,Clear/Partly Cloudy,Fall,0.2911813643926789,Fall - Clear/Partly Cloudy,Weekend,3606
206,2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,2011,7,25,0,0,26.936650999999998,31.583228,75.7083,6.0841560999999995,Clear/Partly Cloudy,Fall,0.14791666666666667,Fall - Clear/Partly Cloudy,Regular Working Day,3840
207,2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,2011,7,26,1,0,28.268349,30.000614,54.0833,13.417285999999999,Clear/Partly Cloudy,Fall,0.16339869281045752,Fall - Clear/Partly Cloudy,Regular Working Day,4590
208,2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,2011,7,27,2,0,28.425000000000004,29.584022000000004,40.291700000000006,12.292020999999998,Clear/Partly Cloudy,Fall,0.16215635738831616,Fall - Clear/Partly Cloudy,Regular Working Day,4656
209,2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,2011,7,28,3,0,28.620849,32.8334,58.3333,11.958093,Clear/Partly Cloudy,Fall,0.13804100227790433,Fall - Clear/Partly Cloudy,Regular Working Day,4390
210,2011-07-29,3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,2011,7,29,4,0,31.401651,35.873822,54.25,11.667245999999999,Clear/Partly Cloudy,Fall,0.17420696827873114,Fall - Clear/Partly Cloudy,Regular Working Day,3846
211,2011-07-30,3,0,7,0,6,0,1,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,2011,7,30,5,1,29.795848999999997,32.083442,46.5833,11.291979,Clear/Partly Cloudy,Fall,0.3483798882681564,Fall - Clear/Partly Cloudy,Weekend,4475
212,2011-07-31,3,0,7,0,0,0,1,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,2011,7,31,6,1,29.874150999999998,32.166536,48.0833,11.042470999999999,Clear/Partly Cloudy,Fall,0.3542538354253835,Fall - Clear/Partly Cloudy,Weekend,4302
213,2011-08-01,3,0,8,0,1,1,1,0.771667,0.703292,0.550833,0.156717,729,3537,4266,2011,8,1,0,0,28.268349,30.417272000000004,55.0833,10.500039,Clear/Partly Cloudy,Fall,0.17088607594936708,Fall - Clear/Partly Cloudy,Regular Working Day,4266
214,2011-08-02,3,0,8,0,2,1,1,0.783333,0.707071,0.49125,0.20585,801,4044,4845,2011,8,2,1,0,28.816651,30.666686,49.125,13.79195,Clear/Partly Cloudy,Fall,0.1653250773993808,Fall - Clear/Partly Cloudy,Regular Working Day,4845
215,2011-08-03,3,0,8,0,3,1,2,0.731667,0.679937,0.6575,0.135583,467,3107,3574,2011,8,3,2,0,26.388348999999998,28.875842,65.75,9.084061,Misty/Cloudy,Fall,0.1306659205372132,Fall - Misty/Cloudy,Regular Working Day,3574
216,2011-08-04,3,0,8,0,4,1,2,0.71,0.664788,0.7575,0.19715,799,3777,4576,2011,8,4,3,0,25.369999999999997,27.876008000000006,75.75,13.20905,Misty/Cloudy,Fall,0.17460664335664336,Fall - Misty/Cloudy,Regular Working Day,4576
217,2011-08-05,3,0,8,0,5,1,1,0.710833,0.656567,0.630833,0.184696,1023,3843,4866,2011,8,5,4,0,25.409151,27.333422,63.083299999999994,12.374632,Clear/Partly Cloudy,Fall,0.21023427866831074,Fall - Clear/Partly Cloudy,Regular Working Day,4866
218,2011-08-06,3,0,8,0,6,0,2,0.716667,0.676154,0.755,0.22825,1521,2773,4294,2011,8,6,5,1,25.683349,28.626164000000003,75.5,15.29275,Misty/Cloudy,Fall,0.35421518397764323,Fall - Misty/Cloudy,Weekend,4294
219,2011-08-07,3,0,8,0,0,0,1,0.7425,0.715292,0.752917,0.201487,1298,2487,3785,2011,8,7,6,1,26.8975,31.209272000000006,75.29169999999999,13.499629,Clear/Partly Cloudy,Fall,0.3429326287978864,Fall - Clear/Partly Cloudy,Weekend,3785
220,2011-08-08,3,0,8,0,1,1,1,0.765,0.703283,0.592083,0.192175,846,3480,4326,2011,8,8,0,0,27.955,30.416677999999997,59.2083,12.875725000000001,Clear/Partly Cloudy,Fall,0.1955617198335645,Fall - Clear/Partly Cloudy,Regular Working Day,4326
221,2011-08-09,3,0,8,0,2,1,1,0.775,0.724121,0.570417,0.151121,907,3695,4602,2011,8,9,1,0,28.425000000000004,31.791986,57.04169999999999,10.125107,Clear/Partly Cloudy,Fall,0.19708822251195132,Fall - Clear/Partly Cloudy,Regular Working Day,4602
222,2011-08-10,3,0,8,0,3,1,1,0.766667,0.684983,0.424167,0.200258,884,3896,4780,2011,8,10,2,0,28.033349,29.208878,42.4167,13.417285999999999,Clear/Partly Cloudy,Fall,0.18493723849372384,Fall - Clear/Partly Cloudy,Regular Working Day,4780
223,2011-08-11,3,0,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,812,3980,4792,2011,8,11,3,0,25.722500000000004,27.000386,42.375,11.041332,Clear/Partly Cloudy,Fall,0.169449081803005,Fall - Clear/Partly Cloudy,Regular Working Day,4792
224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,2011,8,12,4,0,25.291651,27.166772,41.5,8.416607,Clear/Partly Cloudy,Fall,0.2142711518858308,Fall - Clear/Partly Cloudy,Regular Working Day,4905
225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,2011,8,13,5,1,24.234151000000004,26.626628000000004,72.9583,14.167418,Misty/Cloudy,Fall,0.3624096385542169,Fall - Misty/Cloudy,Weekend,4150
226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,2011,8,14,6,1,23.803349,25.209608000000003,81.75,14.916411,Misty/Cloudy,Fall,0.35026178010471204,Fall - Misty/Cloudy,Weekend,3820
227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,2011,8,15,0,0,23.294151,24.667022000000003,71.20830000000001,13.999918,Clear/Partly Cloudy,Fall,0.17865375749193177,Fall - Clear/Partly Cloudy,Regular Working Day,4338
228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,2011,8,16,1,0,24.939151000000003,26.625242,57.8333,15.834043000000001,Clear/Partly Cloudy,Fall,0.15259259259259259,Fall - Clear/Partly Cloudy,Regular Working Day,4725
229,2011-08-17,3,0,8,0,3,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,2011,8,17,2,0,25.996651,28.000286000000003,57.5417,9.625689,Clear/Partly Cloudy,Fall,0.14230933106092886,Fall - Clear/Partly Cloudy,Regular Working Day,4694
230,2011-08-18,3,0,8,0,4,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,2011,8,18,3,0,25.448349,27.709028000000004,65.45830000000001,15.624936,Clear/Partly Cloudy,Fall,0.16793692509855454,Fall - Clear/Partly Cloudy,Regular Working Day,3805
231,2011-08-19,3,0,8,0,5,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,2011,8,19,4,0,24.195,25.792586,72.2917,9.333635999999998,Misty/Cloudy,Fall,0.19190946303876716,Fall - Misty/Cloudy,Regular Working Day,4153
232,2011-08-20,3,0,8,0,6,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,2011,8,20,5,1,24.7825,26.833736000000002,67.41669999999999,6.999289,Clear/Partly Cloudy,Fall,0.3687150837988827,Fall - Clear/Partly Cloudy,Weekend,5191
233,2011-08-21,3,0,8,0,0,0,1,0.710833,0.675525,0.77,0.248754,1249,2624,3873,2011,8,21,6,1,25.409151,28.584650000000003,77.0,16.666518,Clear/Partly Cloudy,Fall,0.3224890265943713,Fall - Clear/Partly Cloudy,Weekend,3873
234,2011-08-22,3,0,8,0,1,1,1,0.691667,0.638254,0.47,0.27675,833,3925,4758,2011,8,22,0,0,24.508349000000003,26.124764,47.0,18.54225,Clear/Partly Cloudy,Fall,0.17507356031946195,Fall - Clear/Partly Cloudy,Regular Working Day,4758
235,2011-08-23,3,0,8,0,2,1,1,0.640833,0.606067,0.455417,0.146763,1281,4614,5895,2011,8,23,1,0,22.119151,24.000422,45.5417,9.833121,Clear/Partly Cloudy,Fall,0.2173027989821883,Fall - Clear/Partly Cloudy,Regular Working Day,5895
236,2011-08-24,3,0,8,0,3,1,1,0.673333,0.630692,0.605,0.253108,949,4181,5130,2011,8,24,2,0,23.646651,25.625672,60.5,16.958236,Clear/Partly Cloudy,Fall,0.18499025341130604,Fall - Clear/Partly Cloudy,Regular Working Day,5130
237,2011-08-25,3,0,8,0,4,1,2,0.684167,0.645854,0.771667,0.210833,435,3107,3542,2011,8,25,3,0,24.155848999999996,26.626364000000002,77.1667,14.125810999999999,Misty/Cloudy,Fall,0.1228119706380576,Fall - Misty/Cloudy,Regular Working Day,3542
238,2011-08-26,3,0,8,0,5,1,1,0.7,0.659733,0.76125,0.0839625,768,3893,4661,2011,8,26,4,0,24.9,27.542378,76.125,5.625487499999999,Clear/Partly Cloudy,Fall,0.16477150826003004,Fall - Clear/Partly Cloudy,Regular Working Day,4661
239,2011-08-27,3,0,8,0,6,0,2,0.68,0.635556,0.85,0.375617,226,889,1115,2011,8,27,5,1,23.96,25.946696000000003,85.0,25.166338999999997,Misty/Cloudy,Fall,0.20269058295964126,Fall - Misty/Cloudy,Weekend,1115
240,2011-08-28,3,0,8,0,0,0,1,0.707059,0.647959,0.561765,0.304659,1415,2919,4334,2011,8,28,6,1,25.231772999999997,26.765293999999997,56.1765,20.412153,Clear/Partly Cloudy,Fall,0.32648823257960313,Fall - Clear/Partly Cloudy,Weekend,4334
241,2011-08-29,3,0,8,0,1,1,1,0.636667,0.607958,0.554583,0.159825,729,3905,4634,2011,8,29,0,0,21.923348999999998,24.125228,55.45830000000001,10.708275,Clear/Partly Cloudy,Fall,0.15731549417350021,Fall - Clear/Partly Cloudy,Regular Working Day,4634
242,2011-08-30,3,0,8,0,2,1,1,0.639167,0.594704,0.548333,0.125008,775,4429,5204,2011,8,30,1,0,22.040849,23.250464,54.833299999999994,8.375536,Clear/Partly Cloudy,Fall,0.148923904688701,Fall - Clear/Partly Cloudy,Regular Working Day,5204
243,2011-08-31,3,0,8,0,3,1,1,0.656667,0.611121,0.597917,0.0833333,688,4370,5058,2011,8,31,2,0,22.863349,24.333986000000003,59.791700000000006,5.5833311,Clear/Partly Cloudy,Fall,0.13602214313958086,Fall - Clear/Partly Cloudy,Regular Working Day,5058
244,2011-09-01,3,0,9,0,4,1,1,0.655,0.614921,0.639167,0.141796,783,4332,5115,2011,9,1,3,0,22.785,24.584786,63.916700000000006,9.500332,Clear/Partly Cloudy,Fall,0.1530791788856305,Fall - Clear/Partly Cloudy,Regular Working Day,5115
245,2011-09-02,3,0,9,0,5,1,2,0.643333,0.604808,0.727083,0.139929,875,3852,4727,2011,9,2,4,0,22.236651000000002,23.917327999999998,72.70830000000001,9.375243,Misty/Cloudy,Fall,0.18510683308652423,Fall - Misty/Cloudy,Regular Working Day,4727
246,2011-09-03,3,0,9,0,6,0,1,0.669167,0.633213,0.716667,0.185325,1935,2549,4484,2011,9,3,5,1,23.450848999999998,25.792058000000004,71.6667,12.416775,Clear/Partly Cloudy,Fall,0.4315343443354148,Fall - Clear/Partly Cloudy,Weekend,4484
247,2011-09-04,3,0,9,0,0,0,1,0.709167,0.665429,0.742083,0.206467,2266,2419,4685,2011,9,4,6,1,25.330849,27.918314000000002,74.20830000000001,13.833289,Clear/Partly Cloudy,Fall,0.48367129135538955,Fall - Clear/Partly Cloudy,Weekend,4685
248,2011-09-05,3,0,9,1,1,0,2,0.673333,0.625646,0.790417,0.212696,1236,2115,3351,2011,9,5,0,0,23.646651,25.292636,79.0417,14.250632,Misty/Cloudy,Fall,0.36884512085944493,Fall - Misty/Cloudy,Holiday,3351
249,2011-09-06,3,0,9,0,2,1,3,0.54,0.5152,0.886957,0.343943,204,2506,2710,2011,9,6,1,0,17.380000000000003,18.0032,88.6957,23.044181,Light Rain/Snow,Fall,0.07527675276752767,Fall - Light Rain/Snow,Regular Working Day,2710
250,2011-09-07,3,0,9,0,3,1,3,0.599167,0.544229,0.917083,0.0970208,118,1878,1996,2011,9,7,2,0,20.160849,19.919114,91.7083,6.500393600000001,Light Rain/Snow,Fall,0.05911823647294589,Fall - Light Rain/Snow,Regular Working Day,1996
251,2011-09-08,3,0,9,0,4,1,3,0.633913,0.555361,0.939565,0.192748,153,1689,1842,2011,9,8,3,0,21.793910999999998,20.653826000000002,93.9565,12.914116,Light Rain/Snow,Fall,0.08306188925081433,Fall - Light Rain/Snow,Regular Working Day,1842
252,2011-09-09,3,0,9,0,5,1,2,0.65,0.578946,0.897917,0.124379,417,3127,3544,2011,9,9,4,0,22.55,22.210435999999994,89.79169999999999,8.333393000000001,Misty/Cloudy,Fall,0.11766365688487584,Fall - Misty/Cloudy,Regular Working Day,3544
253,2011-09-10,3,0,9,0,6,0,1,0.66,0.607962,0.75375,0.153608,1750,3595,5345,2011,9,10,5,1,23.020000000000003,24.125492,75.375,10.291736,Clear/Partly Cloudy,Fall,0.3274087932647334,Fall - Clear/Partly Cloudy,Weekend,5345
254,2011-09-11,3,0,9,0,0,0,1,0.653333,0.609229,0.71375,0.115054,1633,3413,5046,2011,9,11,6,1,22.706651,24.209114,71.375,7.708618,Clear/Partly Cloudy,Fall,0.32362267142290924,Fall - Clear/Partly Cloudy,Weekend,5046
255,2011-09-12,3,0,9,0,1,1,1,0.644348,0.60213,0.692174,0.088913,690,4023,4713,2011,9,12,0,0,22.284356000000002,23.74058,69.2174,5.957171000000001,Clear/Partly Cloudy,Fall,0.1464035646085296,Fall - Clear/Partly Cloudy,Regular Working Day,4713
256,2011-09-13,3,0,9,0,2,1,1,0.650833,0.603554,0.7125,0.141804,701,4062,4763,2011,9,13,1,0,22.589151,23.834564,71.25,9.500868,Clear/Partly Cloudy,Fall,0.1471761494856183,Fall - Clear/Partly Cloudy,Regular Working Day,4763
257,2011-09-14,3,0,9,0,3,1,1,0.673333,0.6269,0.697083,0.1673,647,4138,4785,2011,9,14,2,0,23.646651,25.3754,69.7083,11.2091,Clear/Partly Cloudy,Fall,0.13521421107628004,Fall - Clear/Partly Cloudy,Regular Working Day,4785
258,2011-09-15,3,0,9,0,4,1,2,0.5775,0.553671,0.709167,0.271146,428,3231,3659,2011,9,15,3,0,19.142500000000002,20.542286000000004,70.9167,18.166782,Misty/Cloudy,Fall,0.11697185023230391,Fall - Misty/Cloudy,Regular Working Day,3659
259,2011-09-16,3,0,9,0,5,1,2,0.469167,0.461475,0.590417,0.164183,742,4018,4760,2011,9,16,4,0,14.050849,14.457350000000002,59.0417,11.000261,Misty/Cloudy,Fall,0.15588235294117647,Fall - Misty/Cloudy,Regular Working Day,4760
260,2011-09-17,3,0,9,0,6,0,2,0.491667,0.478512,0.718333,0.189675,1434,3077,4511,2011,9,17,5,1,15.108349,15.581792,71.8333,12.708225,Misty/Cloudy,Fall,0.31788960319219683,Fall - Misty/Cloudy,Weekend,4511
261,2011-09-18,3,0,9,0,0,0,1,0.5075,0.490537,0.695,0.178483,1353,2921,4274,2011,9,18,6,1,15.8525,16.375442,69.5,11.958361,Clear/Partly Cloudy,Fall,0.3165652784277024,Fall - Clear/Partly Cloudy,Weekend,4274
262,2011-09-19,3,0,9,0,1,1,2,0.549167,0.529675,0.69,0.151742,691,3848,4539,2011,9,19,0,0,17.810848999999997,18.958550000000002,69.0,10.166713999999999,Misty/Cloudy,Fall,0.152236175369024,Fall - Misty/Cloudy,Regular Working Day,4539
263,2011-09-20,3,0,9,0,2,1,2,0.561667,0.532217,0.88125,0.134954,438,3203,3641,2011,9,20,1,0,18.398349,19.126322000000002,88.125,9.041917999999999,Misty/Cloudy,Fall,0.12029662180719583,Fall - Misty/Cloudy,Regular Working Day,3641
264,2011-09-21,3,0,9,0,3,1,2,0.595,0.550533,0.9,0.0964042,539,3813,4352,2011,9,21,2,0,19.965,20.335178000000006,90.0,6.4590814,Misty/Cloudy,Fall,0.12385110294117647,Fall - Misty/Cloudy,Regular Working Day,4352
265,2011-09-22,3,0,9,0,4,1,2,0.628333,0.554963,0.902083,0.128125,555,4240,4795,2011,9,22,3,0,21.531651,20.627558,90.2083,8.584375,Misty/Cloudy,Fall,0.11574556830031282,Fall - Misty/Cloudy,Regular Working Day,4795
266,2011-09-23,4,0,9,0,5,1,2,0.609167,0.522125,0.9725,0.0783667,258,2137,2395,2011,9,23,4,0,20.630849,18.460249999999995,97.25,5.2505689,Misty/Cloudy,Winter,0.10772442588726514,Winter - Misty/Cloudy,Regular Working Day,2395
267,2011-09-24,4,0,9,0,6,0,2,0.606667,0.564412,0.8625,0.0783833,1776,3647,5423,2011,9,24,5,1,20.513348999999998,21.251192000000003,86.25,5.2516811,Misty/Cloudy,Winter,0.3274940070071916,Winter - Misty/Cloudy,Weekend,5423
268,2011-09-25,4,0,9,0,0,0,2,0.634167,0.572637,0.845,0.0503792,1544,3466,5010,2011,9,25,6,1,21.805849000000002,21.794041999999997,84.5,3.3754064,Misty/Cloudy,Winter,0.3081836327345309,Winter - Misty/Cloudy,Weekend,5010
269,2011-09-26,4,0,9,0,1,1,2,0.649167,0.589042,0.848333,0.1107,684,3946,4630,2011,9,26,0,0,22.510849000000004,22.876771999999995,84.8333,7.4169,Misty/Cloudy,Winter,0.14773218142548597,Winter - Misty/Cloudy,Regular Working Day,4630
270,2011-09-27,4,0,9,0,2,1,2,0.636667,0.574525,0.885417,0.118171,477,3643,4120,2011,9,27,1,0,21.923348999999998,21.91865,88.5417,7.917457,Misty/Cloudy,Winter,0.11577669902912621,Winter - Misty/Cloudy,Regular Working Day,4120
271,2011-09-28,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,2011,9,28,2,0,21.845,21.960427999999993,84.875,9.958143000000002,Misty/Cloudy,Winter,0.12285641156897875,Winter - Misty/Cloudy,Regular Working Day,3907
272,2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,2011,9,29,3,0,20.983348999999997,21.917792,69.91669999999999,11.583161,Clear/Partly Cloudy,Winter,0.13494523661913618,Winter - Clear/Partly Cloudy,Regular Working Day,4839
273,2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,2011,9,30,4,0,18.515849,19.958714,64.75,13.833825,Clear/Partly Cloudy,Winter,0.15955401768550556,Winter - Clear/Partly Cloudy,Regular Working Day,5202
274,2011-10-01,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,2011,10,1,5,1,11.27,11.248957999999998,75.375,19.583832,Misty/Cloudy,Winter,0.19761218608480857,Winter - Misty/Cloudy,Weekend,2429
275,2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,2011,10,2,6,1,8.763349000000002,6.790921999999998,79.1667,14.874870999999999,Misty/Cloudy,Winter,0.21110349554489377,Winter - Misty/Cloudy,Weekend,2918
276,2011-10-03,4,0,10,0,1,1,2,0.384167,0.392046,0.760833,0.0833458,330,3240,3570,2011,10,3,0,0,10.055848999999998,9.875036000000001,76.0833,5.5841686,Misty/Cloudy,Winter,0.09243697478991597,Winter - Misty/Cloudy,Regular Working Day,3570
277,2011-10-04,4,0,10,0,2,1,1,0.484167,0.472858,0.71,0.205854,486,3970,4456,2011,10,4,1,0,14.755849000000001,15.208628000000001,71.0,13.792218,Clear/Partly Cloudy,Winter,0.10906642728904847,Winter - Clear/Partly Cloudy,Regular Working Day,4456
278,2011-10-05,4,0,10,0,3,1,1,0.538333,0.527138,0.647917,0.17725,559,4267,4826,2011,10,5,2,0,17.301650999999996,18.791108,64.79169999999999,11.87575,Clear/Partly Cloudy,Winter,0.11583091587235807,Winter - Clear/Partly Cloudy,Regular Working Day,4826
279,2011-10-06,4,0,10,0,4,1,1,0.494167,0.480425,0.620833,0.134954,639,4126,4765,2011,10,6,3,0,15.225849,15.70805,62.083299999999994,9.041917999999999,Clear/Partly Cloudy,Winter,0.134102833158447,Winter - Clear/Partly Cloudy,Regular Working Day,4765
280,2011-10-07,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,2011,10,7,4,0,16.009151,17.290664,68.41669999999999,1.5002439,Clear/Partly Cloudy,Winter,0.19037111334002005,Winter - Clear/Partly Cloudy,Regular Working Day,4985
281,2011-10-08,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,2011,10,8,5,1,16.518349,17.873971999999995,70.125,3.0420814,Clear/Partly Cloudy,Winter,0.41320022185246813,Winter - Clear/Partly Cloudy,Weekend,5409
282,2011-10-09,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2266,3114,5380,2011,10,9,6,1,17.419151,18.582878,72.75,4.251150000000001,Clear/Partly Cloudy,Winter,0.4211895910780669,Winter - Clear/Partly Cloudy,Weekend,5380
283,2011-10-10,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,2011,10,10,0,0,18.829151000000003,19.83305,73.375,2.8343814,Clear/Partly Cloudy,Winter,0.2958764901309361,Winter - Clear/Partly Cloudy,Holiday,5117
284,2011-10-11,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,2011,10,11,1,0,18.633349000000003,20.042336,80.875,9.583814,Misty/Cloudy,Winter,0.14617576156037695,Winter - Misty/Cloudy,Regular Working Day,4563
285,2011-10-12,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,2011,10,12,2,0,17.536651,18.169322,90.625,16.62605,Light Rain/Snow,Winter,0.08981788079470199,Winter - Light Rain/Snow,Regular Working Day,2416
286,2011-10-13,4,0,10,0,4,1,2,0.589167,0.551804,0.896667,0.141787,290,2623,2913,2011,10,13,3,0,19.690849,20.419064,89.6667,9.499729,Misty/Cloudy,Winter,0.09955372468245795,Winter - Misty/Cloudy,Regular Working Day,2913
287,2011-10-14,4,0,10,0,5,1,2,0.550833,0.529675,0.71625,0.223883,529,3115,3644,2011,10,14,4,0,17.889151000000002,18.958550000000002,71.625,15.000161,Misty/Cloudy,Winter,0.1451701427003293,Winter - Misty/Cloudy,Regular Working Day,3644
288,2011-10-15,4,0,10,0,6,0,1,0.506667,0.498725,0.483333,0.258083,1899,3318,5217,2011,10,15,5,1,15.813348999999999,16.91585,48.3333,17.291561,Clear/Partly Cloudy,Winter,0.36400230017251295,Winter - Clear/Partly Cloudy,Weekend,5217
289,2011-10-16,4,0,10,0,0,0,1,0.511667,0.503154,0.486667,0.281717,1748,3293,5041,2011,10,16,6,1,16.048348999999998,17.208163999999996,48.6667,18.875039,Clear/Partly Cloudy,Winter,0.3467565959135092,Winter - Clear/Partly Cloudy,Weekend,5041
290,2011-10-17,4,0,10,0,1,1,1,0.534167,0.510725,0.579583,0.175379,713,3857,4570,2011,10,17,0,0,17.105849,17.70785,57.958299999999994,11.750393,Clear/Partly Cloudy,Winter,0.1560175054704595,Winter - Clear/Partly Cloudy,Regular Working Day,4570
291,2011-10-18,4,0,10,0,2,1,2,0.5325,0.522721,0.701667,0.110087,637,4111,4748,2011,10,18,1,0,17.0275,18.499586,70.1667,7.375829,Misty/Cloudy,Winter,0.13416175231676494,Winter - Misty/Cloudy,Regular Working Day,4748
292,2011-10-19,4,0,10,0,3,1,3,0.541739,0.513848,0.895217,0.243339,254,2170,2424,2011,10,19,2,0,17.461733,17.913967999999997,89.52170000000001,16.303713,Light Rain/Snow,Winter,0.10478547854785479,Winter - Light Rain/Snow,Regular Working Day,2424
293,2011-10-20,4,0,10,0,4,1,1,0.475833,0.466525,0.63625,0.38061125,471,3724,4195,2011,10,20,3,0,14.364151,14.790650000000003,63.625,28.292425,Clear/Partly Cloudy,Winter,0.11227651966626936,Winter - Clear/Partly Cloudy,Regular Working Day,4195
294,2011-10-21,4,0,10,0,5,1,1,0.4275,0.423596,0.574167,0.221396,676,3628,4304,2011,10,21,4,0,12.092500000000001,11.957335999999998,57.4167,14.833532,Clear/Partly Cloudy,Winter,0.1570631970260223,Winter - Clear/Partly Cloudy,Regular Working Day,4304
295,2011-10-22,4,0,10,0,6,0,1,0.4225,0.425492,0.629167,0.0926667,1499,2809,4308,2011,10,22,5,1,11.857499999999998,12.082472,62.916700000000006,6.2086689,Clear/Partly Cloudy,Winter,0.3479572887650882,Winter - Clear/Partly Cloudy,Weekend,4308
296,2011-10-23,4,0,10,0,0,0,1,0.421667,0.422333,0.74125,0.0995125,1619,2762,4381,2011,10,23,6,1,11.818349000000001,11.873978000000001,74.125,6.6673375,Clear/Partly Cloudy,Winter,0.36955033097466333,Winter - Clear/Partly Cloudy,Weekend,4381
297,2011-10-24,4,0,10,0,1,1,1,0.463333,0.457067,0.772083,0.118792,699,3488,4187,2011,10,24,0,0,13.776651000000001,14.166422,77.2083,7.959064,Clear/Partly Cloudy,Winter,0.16694530690231668,Winter - Clear/Partly Cloudy,Regular Working Day,4187
298,2011-10-25,4,0,10,0,2,1,1,0.471667,0.463375,0.622917,0.166658,695,3992,4687,2011,10,25,1,0,14.168349,14.582749999999997,62.291700000000006,11.166086,Clear/Partly Cloudy,Winter,0.14828248346490291,Winter - Clear/Partly Cloudy,Regular Working Day,4687
299,2011-10-26,4,0,10,0,3,1,2,0.484167,0.472846,0.720417,0.148642,404,3490,3894,2011,10,26,2,0,14.755849000000001,15.207836,72.04169999999999,9.959014,Misty/Cloudy,Winter,0.10374935798664613,Winter - Misty/Cloudy,Regular Working Day,3894
300,2011-10-27,4,0,10,0,4,1,2,0.47,0.457046,0.812917,0.197763,240,2419,2659,2011,10,27,3,0,14.09,14.165036,81.2917,13.250121,Misty/Cloudy,Winter,0.09025949605114705,Winter - Misty/Cloudy,Regular Working Day,2659
